CODPROD,CODBARRAS,DESCRIPCION,PRECIO
81021,7802225533218,CHOCOLATE PRIVILEGIO,180
81022,7802225537995,NIKOLO MANI 30G,150
81023,7802225538039,NIKOLO 30G.,250
81024,7802225538046,NIKOLO XL,1150
81025,7802225538053,NIKOLO,450
81026,7802225538077,"NIKOLO NARANJA ",300
81027,7802225538190,NICOLO,250
81028,7802225538213,NIKOLO 21G,120
81029,7802225538244,NIKOLO,120
81030,7802225538268,NIKOLO,180
81031,7802225538602,NIKOLO XL 51G,250
81032,7802225568678,HUEVITOS MACIZOS 50 U.,2600
81033,7802225568920,BOLSA DE HUEVITOS,890
81034,7802225569637,HUEVITOS MASISO,1450
81035,7802225569644,HUEVITOS 17u DOS EN UNO,2750
81036,7802225569675,HUEVITOS BARBY,1490
81037,7802225569729,CONEJITOS DE CHOCOLATE X 15,2800
81038,7802225569798,HUEVITOS BEN10,1490
81039,7802225569965,HUEVITOS,1650
81040,7802225569989,HUEVITOS SAPITOS,1350
81041,7802225570138,CEREAL MIX LIGHT,250
81042,7802225570718,HUEVITOS DE ORO,1500
81043,7802225570749,HUEVOS ZERO X 25,2150
81044,7802225570763,"CHUBI ZANAHORIA 95GR ",1100
81045,7802225570770,HUEVITOS DE CHOCOLATE COFLER,1150
81046,7802225570879,MONEDAS DEL CONEJO 20UN 102GR,1090
81047,7802225570923,HEVITOS BLEYBLADE,1390
81048,7802225570930,HEVITOS KUNFU PANDA,1390
81049,7802225570947,HUEVITOS HOTWHEELS,1100
81050,7802225570978,MONEDAS CHOCOLATE,1450
81051,7802225571326,HUEVITOS MACIZOS X25 UNIDASES,1750
81052,7802225571449,HUEVO BARBIE X22,1200
81053,7802225571463,HUEVITOS ROCKLETS 25 U.,2190
81054,7802225571470,HUEVOS FUTBOOL X30,2100
81055,7802225571487,HUEVO KUN FU PANDA X22,1200
81056,7802225571548,HUEVITOS MACIZOS DOS EN UNO 25 UNIDADES,1400
81057,7802225571555,HUEVITOS MACIZOS 22 U.,2390
81058,7802225571579,HUEVITOS CON CRISPIES SAPITO 17 U.,1400
81059,7802225571616,HUEVOS KUNG FU 22 U.,2690
81060,7802225571623,HELLO KITTY 22 U.,2690
81061,7802225571630,HUEVOS BARBIE 22 U.,1990
81062,7802225571654,"HUEVOS SABOR MANJAR 20U. ",2390
81063,7802225571661,HUVOS MORF 20U.,1790
81064,7802225571685,ZANAORIO DEL CONEJO DOS EN UNO 10 UNIDADES,1400
81065,7802225571739,HUEVITOS 22u DOS EN UNO,1600
81066,7802225571746,HUEVITOS MACIZOS 45 U.,2600
81067,7802225571777,HEVITOS DE ORO,2490
81068,7802225571784,HUEVITOS CARITAS,2490
81069,7802225571845,HUEVITOS BARBIE 22 U.,1790
81070,7802225571852,HUEVITOS TRANSFORMES 25U.,1990
81071,7802225571906,HUEVOS DE ALMENDRA,2390
81072,7802225572293,CEREAL MIX  ARCOR,150
81073,7802225572552,"HUEVITOS DE BON BON ",3490
81074,7802225572576,HUEVO SAPITO,1950
81075,7802225572583,HUEVITOS BON BON,3490
81076,7802225573405,"BON BON  CHOCOLATE ",140
81077,7802225573429,"OBLEA BON O BON ",180
81078,7802225573443,BON BON 32 GR,350
81079,7802225573467,CHOCOLATE BON O BON G,350
81080,7802225573481,CHOCOLATE BONO BON,1100
81081,7802225573498,OBLEA BON O BON,140
81082,7802225573627,OBLEA BON BON,180
81083,7802225573733,BON BON,150
81084,7802225573764,BON O BON SABOR CHOCOLATE,150
81085,7802225573801,rocklets barra 40gr,490
81086,7802225573832,BON O BON BITTER ARCOR 160G.,1490
81087,7802225573856,"BON O BON OBLEA ",300
81088,7802225581851,COFLER ALMENDRAS,1390
81089,7802225581868,COFLER LECHE,1390
81090,7802225581998,COFLER ETRES PLACERES,1390
81091,7802225582124,"COFLER BLANCO ",1390
81092,7802225582261,ROCKLETS 150 G,1200
81093,7802225582278,CHOCOLATE ALMEDRAS,1300
81094,7802225582292,CHOCOLATE BLANCO,1300
81095,7802225582308,CHOCOLATE ROCKLETS,1450
81096,7802225582315,CHOCOLATE CON LECHE 140Gr,1900
81097,7802225582322,COCOLATE BONO-BON,1300
81098,7802225582339,BITTER ARCOR,1300
81099,7802225582353,BON O BON,1450
81100,7802225582360,ROCKELETS,490
81101,7802225582384,CHOCOLATE COCO ARCO,1900
81102,7802225582391,"ROCKLETS MANI ",1450
81103,7802225582445,CHOCOLATE BONO BON,1450
81104,7802225582452,"BON BON BLANCO ",1450
81105,7802225582544,CHOCOLATE BLANCO ARCOR,1250
81106,7802225582551,CHOCOLATE BON BOM,450
81107,7802225582988,HOBBY BLOCKS 150G.,1390
81108,7802225583121,HOBBY,400
81109,7802225583220,OBA OBA MOTUMBO,180
81110,7802225583251,OBA OBA,60
81111,7802225583442,HOBBY,180
81112,7802225583749,HOBBY CARAMELO,180
81113,7802225583978,HOBBY ENERGY,1200
81114,7802225584609,BON O BON OBLEA,300
81115,7802225587150,GOLPE,140
81116,7802225587198,GOLPE MAS GRANDE,300
81117,7802225587662,GOLPE BLACK,120
81118,7802225587686,GOLPE BLACK,140
81119,7802225587693,GOLPE BLACK 580G,2400
81120,7802225587709,"GOLPE ",2400
81121,7802225588614,SAPITO FRUTI 420GR,1800
81122,7802225588683,PALETA SAPITO 13GR.,130
81123,7802225589109,GOLPE 27GR,130
81124,7802225590150,ARCOR CHOC BLANCO,1700
81125,7802225614443,GALLETAS DINOSAURIO 40G,150
81126,7802225625005,SCONES TIPO BISCOCHO DOS EN UNOI  300 G,2900
81127,7802225630900,ARCOR BOCADITOS MEMBRILLO 300 G,2900
81128,7802225632607,GALLETA VINO,990
81129,7802225635707," DOS EN UNO FESTI DULCE",180
81130,7802225637213,GALLETAS COCO DOS EN UNO 40G,150
81131,7802225637275,GALLETAS HUESITOS,150
81132,7802225640497,RIGOCHOC,200
81133,7802225640510,RICOCHOC NARANJA,650
81134,7802225640558,RIGOCHOC CLASICO,1450
81135,7802225640602,RIGOCHOC BLANCO&NEGRO,990
81136,7802225640640,RIGOCHOC NAVIDAD,650
81137,7802225640770,GALLETAS BON O BON,1450
81138,7802225640787,RIGOCHOC SABOR FRUTOS ROJOS,650
81139,7802225640909,RIGOCHOC,990
81140,7802225660105,OBLEA SABOR BOCADO DOS EN UNO,590
81141,7802225660167,OBLEA SABOR LIMON DOS EN UNO,590
81142,7802225660204,OBLEA SABOR CHOCOLATE DOS EN UNO,590
81143,7802225660303,OBLEA SABOR FRUTILLA DOS EN UNO,590
81144,7802225680158,SELZ SNACK 55 G.,300
81145,7802225680202,GALLETAS CONQUISTA 40G,150
81146,7802225680233,GALLETAS DE NAVIDAD 220G,650
81147,7802225680424,GALLETAS HUESITOS 40G,180
81148,7802225680448,FESTIDULCE,250
81149,7802225680608,cereal mix,300
81150,7802225680646,cereal mix yogurt,300
81151,7802225681407,"GALLETA MINI SELZ ",160
81152,7802225681612,GALLETAS SELZ 270G,470
81153,7802225681636,SELZ,650
81154,7802225681650,GALLETA SELZ CLASICA 200,690
81155,7802225681674,GALLETAS SELZ QUESO,650
81156,7802225682107,SELZ CRACKER 107G,790
81157,7802225682114,SELZ CRACKER LIGHT,390
81158,7802225682121,CRACKER SABOR OREGANO OLIVA,790
81159,7802225682138,CRACKER ALBAHACA,390
81160,7802225682152,CRACKER SABOR MERKEN,790
81161,7802225682626,GALLETAS SELZ COCKTAIL,990
81162,7802225682657,GALLETAS SELZ CLASICA,850
81163,7802225682909,SELZ QUESO,120
81164,7802225682930,SELZ SABOR JAMON,350
81165,7802225682954,SELZ JAMON,120
81166,7802225682992,GALLETAS SHREK,150
81167,7802225683050,SELZ,350
81168,7802225683067,GALLETA BEN 10,150
81169,7802225683104,CRACKER SELZ 60GRS,100
81170,7802225683111,CRACKER SELZ 122GR,300
81171,7802225683128,SALVADO LIGHT 46G,150
81172,7802225683234,SELZ SABOR QUESO,350
81173,7802225683289,SELZ CRACKER 54G,350
81174,7802225683296,tripack cracker,1990
81175,7802225683319,SODA SELZ 36 GR,150
81176,7802225683326,SELZ sabor clasico 48g,180
81177,7802225683333,SELZ SALADIX PIZZA,150
81178,7802225683357,SELZ SALADIX JAMON,150
81179,7802225683364,GALLETA DE SODA,250
81180,7802225683401,CRACKER SELZ,170
81181,7802225683456,CRACKER SELZ,220
81182,7802225683609,SELZ SODA 215G PROM,500
81183,7802225683623,SODA LIGHT BIOSAL,750
81184,7802225683661,SODA SELZ 180G,1100
81185,7802225683739,GALLETA SEL SODA,250
81186,7802225683807,SODA SELZ,390
81187,7802225684101,GALLETAS BAGETTINIS QUESO,150
81188,7802225684309,GALLETAS BAGETTINIS 40G,150
81189,7802225688000,GALLETA DE MANTEQUILLA DOS EN UNO,850
81190,7802225688017,GALLETITAS DULCES CON COCO DOS EN UNO,750
81191,7802225688024,GALLETA LIMON DOS EN UNO,850
81192,7802225688031,GALLETA CHOCOLATE DOS EN UNO,850
81193,7802225688048,CHOC KISS,950
81194,7802225688055,GALLETAS CHOC KISS 40G,150
81195,7802225688062,GALLETA DOS EN UNO NUT KISS,600
81196,7802225688475,GALLETON ARROZ SELZ,2450
81197,7802225688581,GALLETAS DE ARROS BAÑADO EN CHOCOLATE,2350
81198,7802225688758,GALLETA ROCKLETS,1350
81199,7802225688765,GALLETAS ROCKLETS,1350
81200,7802225688796,CEREAL MIX BERRIES  LIGHT,790
81201,7802225688802,GALLETA CEREAL MIX MANZANA LIGHT,790
81202,7802225689052,CEREAL MIX AVENA AVELLANAS 115 GR,790
81203,7802225689069,GALLETA CEREAL MIX CIRUELA 115G,790
81204,7802225689076,CEREAL MIX AVENA MIEL  ALMENDRAS,790
81205,7802225689144,GALLETA AVENA,790
81206,7802225689397,GALLETAS AGUA LIGHT SELZ 206GR,500
81207,7802225689472,SELZ AGUA LIGHT 200G,790
81208,7802225689830,GALLETA DE SALVADO,2990
81209,7802225689847,SALVADO LINAZA,2990
81210,7802225689984,CRACKER DIP,1950
81211,7802225690034,CEREAL KIDS HUESITOS,2500
81212,7802225690041,CREAL KIDS ARCOR 25G,350
81213,7802225690058,CEREAL KIDS ARCOR 25G,350
81214,7802225690065,CEREAL MAIZ ARCOR 100G,890
81215,7802225690072,CERAL KIDS CARITAS 330G,2500
81216,7802225690089,CEREAL KIDS SAPITO,2500
81217,7802225690096,CREAL ARCOR KIDS 25G,350
81218,7802225690102,CEREAL KIDS 25G,350
81219,7802225690133,CEREAL ARCOR 100G,890
81220,7802225690140,CEREAL ARROZ 100G,890
81221,7802225704205,GALLETAS HOLANDA SURTIDO,450
81222,7802225793193,"GOMITAS   ",590
81223,7802225800006,SNACK BREAK NAT,600
81224,7802225800013,MIXANTI-OX,590
81225,7802225800020,SNACK BREAK CARDIO,590
81226,7802229000563,BOLITA,100
81227,7802230070012,CHOCOLATE TRENCITO 80GR,1490
81228,7802230070029,CHOCOLATE TRENCITO 150G,2900
81229,7802230070210,SAHNE NUSS NESTLE 100G,850
81230,7802230070227,SAHNE NUSS 250G,5490
81231,7802230070371,SAHNE   NUSS TARRO,3500
81232,7802230073099,CAPRI ALMENDRA,650
81233,7802230073181,CHOCOLATE CAPRI TRUFA 105G,650
81234,7802230073372,CAPRI RELLENO NAR,450
81235,7802230073396,CAPRI GUINDA 105 GR,450
81236,7802230073402,CAPRI FRUTILLA,650
81237,7802230073570,CAPRI 126g,450
81238,7802230073907,NEGRITA,300
81239,7802230073921,CAPRI MANJAR,650
81240,7802230074669,TRENCITO BICOLOR,650
81241,7802230076298,CHOCOLATE PASAS AL RON,5490
81242,7802230076502,"SUPER 8 NESTLE ",2400
81243,7802230080011,SODA MCKAY CLASICA,500
81244,7802230080042,GALLETAS SODA MCKAY 130GRS,380
81245,7802230080059,KUKY FRAM 120G,690
81246,7802230080172,GALLETA AGUA,500
81247,7802230080196,MCKAY AGUA SIN SAL,500
81248,7802230080875,GALLETA GRILL AMER CRAC CENTENAR,280
81249,7802230081162,GALLETA KUKY CHOCOLATE 120G,1150
81250,7802230081179,GALLETA KUKY CHOCOLATE 120G,1150
81251,7802230081186,GALLETA MINI KUKY PQTE,150
81252,7802230081339,GALLETA NIZA MC KAY,390
81253,7802230081476,GALLETA COCO MCKAY,430
81254,7802230081742,GALLETA LIMON MCKAY 160GR,500
81255,7802230081759,MCKAY MARAVILLA,500
81256,7802230081766,NIZA MACKAY,380
81257,7802230081773,GALLETAS VINO MCKAY,500
81258,7802230081988,NIZA 160G,490
81259,7802230082121,TRITON CREMA VAINILLA MCKAY,380
81260,7802230082503,GALLETA ALTEZA BOCADO,1690
81261,7802230082510,GALLETA ALTEZA CHIRIMOYA,1690
81262,7802230082527,GALLETA ALTEZA  FRUTILLA,1690
81263,7802230082534,GALLETA ALTEZA 140G,1350
81264,7802230082831,GALLETAS CRIOLLITAS 100G,1850
81265,7802230082862,CRIOLLITA GRANDE,950
81266,7802230082879,GALLETA CHAMPANA MACKAY,990
81267,7802230082961,OBLEA ALTEZA HELADO 180,540
81268,7802230082978,GALLETA ALTEZA BOCADO,490
81269,7802230083333,LIMON MC KAY,450
81270,7802230083395,GALLETAS VINO PROM,390
81271,7802230083579,GALLETA KUKY COCO CENTENARIO,450
81272,7802230083869,FAVORITA SURTIDO,450
81273,7802230083951,MCKAY MANTEQUILLA 140GR,1090
81274,7802230083968,MINI LIMON 55GRS,150
81275,7802230084293,SODA PERSONAL MCKAY,170
81276,7802230084507,FAVORITA,200
81277,7802230084620,GALLETA MANTEQUILLA,430
81278,7802230084637,GALLETA ALTEZA CHIRIMOYA,540
81279,7802230084644,GALLETA ALTEZA VAINILLA 40G,540
81280,7802230084682,GALLETAS FAVORITA,200
81281,7802230085344,GALLETA MINI MOROCHA,180
81282,7802230085399,CRIOLLITAS BANADAS,490
81283,7802230085412,MUSEO,150
81284,7802230085665,OBLE   OBLA BOCADO,200
81285,7802230085719,GALLETA MINI COCO,120
81286,7802230085726,MINI NIZA MCKAY 45GRS,150
81287,7802230085733,"MINI VINO ",150
81288,7802230085757,GALLETA MINI MANTEQUILLA,150
81289,7802230085764,GALLETA MINI LIMON,120
81290,7802230086273,DOLCEVITA CHOCOLATE COCO,320
81291,7802230086280,DOLCE VITA CAFE CREMA,320
81292,7802230086570,AGUA MCKAY205G,950
81293,7802230086587,MCKAY AGUA SIN SAL,1100
81294,7802230086594,GALLETA AGUA MCKAY140G,720
81295,7802230086648,SODA CLASICA 180Gx,1290
81296,7802230086655,SODA CLASICA 123G,650
81297,7802230086693,SODA CLASICA 20g GRATIS,500
81298,7802230086938,SODA INTEGRAL MCKAY 173Gx,500
81299,7802230086952,TRITON VAINILLA,990
81300,7802230086969,TRITON CHOC,990
81301,7802230086976,GRILL,490
81302,7802230087560,GALLETA DE NAVIDAD,1200
81303,7802230088031,VITALIFE SVELTY 180g,590
81304,7802230088062,GALLETAS VITALIFE CLASICA 180G,550
81305,7802230088154,SURTIDO FAM VAIILLA CHOC,350
81306,7802230088697,TRITON OBLEA,400
81307,7802230971227,SAHNE NUSS NESTLE,450
81308,7802230972361,CHOCOLATE COMICS,200
81309,7802230973900,NEGRITA,3400
81310,7802230975324,PRESTIGIO 35GR,750
81311,7802231000018,CASTANAS EN ALMIBAR,5990
81312,7802231000025,CASTANAS EN ALMIBAR TATITO,2100
81313,7802231000032,PURE CASTANAS TATITO 500G,1990
81314,7802231000049,PURE DE CASTANAS TATITO 1.25Kg,5990
81315,7802233452013,5 TAPER,3490
81316,7802247061355,GAJITOS CARAMELOS,400
81317,7802247301352,GOMITA DANESA,450
81318,7802247350350,GOMITAS EUCALIPTUS,450
81319,7802247500359,HUEVITOS DE ALMENDRA,790
81320,7802247530356,POROTITOS DE CARAMELO,450
81321,7802256424059,CALUGON PELAYO,2300
81322,7802267003052,EXTRACTO DE VAINILLA,1500
81323,7802285000705,MERMELAD AFTER MATURAL 200 Gr.,690
81324,7802285000712,MERMELADA DE MORA LIGHT AFTER 200Gr,690
81325,7802285000729,MERMELADA AFTER NATURAL200Gr.,690
81326,7802285000736,ALTER NATURAL 200GR,690
81327,7802285000743,MERMELADA ALTER NATURAL LIGHT,690
81328,7802285000934,KETCHUP  SIN SAL,3900
81329,7802285001023,HEINZ MUSTARD 226G,4490
81330,7802285001030,MOSTAZA,3750
81331,7802285001054,SALADO DE TRIGO,2490
81332,7802300000154,SALSA TOMATE MALLOA 200G,750
81333,7802300000161,SALSA TOMATE DONA CLARA 200G,650
81334,7802300000215,SALSA MALLOA 340G,550
81335,7802300000222,SALSA MALLOA 340G,590
81336,7802300000239,MALLOA SALSA PREPARADA,550
81337,7802300020022,SALSA TOMATE ITALIANA 215G,990
81338,7802300020039,MALLOA SALSA CARNE 215G,350
81339,7802300020046,MALLOA SALSA  CALLAMPAS,350
81340,7802300020053,SALSA DE TOMATE MALLOA,990
81341,7802300020077,SALSA MALLOA 125 GRS,290
81342,7802300020084,SALSA MALLOA C  125GRS,300
81343,7802300020091,SALSA MALLOA CALLAMPAS 125G,350
81344,7802300020114,MERMELADA MALLOA PAPAYA,490
81345,7802300020169,SALSA TOMATE DONA CLARA,200
81346,7802300020244,ELAK SALSA TOMATES,350
81347,7802300020251,SALSA TOMATE ELAK 125G,250
81348,7802300020534,MERM MALLOA DAMASCO,1190
81349,7802300020541,MERM MALLOA DURAZNO,1190
81350,7802300020558,MERM MALLOA FRUTILLA,1190
81351,7802300020565,MERMELADA MALLOA FRAMBUEZA,1190
81352,7802300020572,MERM MALLOA MORA,1190
81353,7802300020718,JUGO DE TOMATES MALLOA 300CC,1190
81354,7802300020732,MERMELADA MALLOA GUINDA 250G,490
81355,7802300020923,SALSA DE TOMATES MAYOA 227G,350
81356,7802300020961,KETCHUP EXTRA MALLOA 120G,300
81357,7802300021340,KETCHUP MALLOA 1KL,1300
81358,7802300022057,SALSA MALLOA 215GRS,350
81359,7802300022514,SABROSALSA ITALIANA 125G,280
81360,7802300022699,SALSA MALLOA  NATURAL  125G,250
81361,7802300023221,KETCHUP FRASCO 395GRS MALLOA,850
81362,7802300023566,MERM MALLOA CIRUELA,990
81363,7802300023627,MERM MALLOA DURAZNO LIGHT,1190
81364,7802300023764,SALSA TOMATES DONA CLARA 215GR,350
81365,7802300023948,KETCHUP SQUEEZE MALLOA 240G,800
81366,7802300023979,MERMELADA MALLOA DAMASCO DIET,1190
81367,7802300024037,MERM MALLOA MORA LIGHT,1190
81368,7802300024105,MERM MALLOA FRUTILLA LIGHT,1190
81369,7802300024402,KETCHUP EXTRA MALLOA,1050
81370,7802300024662,KETCHUPS MALLOA 1 KILO,2450
81371,7802300030038,DURAZNOS EN MITADES MALLOA,700
81372,7802300030045,DURAZNOS MIT  DONA CLARA 590G,700
81373,7802300030069,DURAZNOS PICADOS DONA CLARA,700
81374,7802300030120,DURAZNOS MALLOA 500G,990
81375,7802300030199,ARVEJA DESHIDR D CLA MALLOA,300
81376,7802300030205,ARVEJITAS MALLOA,300
81377,7802300030458,TROCITOS DURAZNO,2900
81378,7802300030489,DURAZNO MALLOA CUBITOS 260G,750
81379,7802300030496,DURAZNOS MALLOA 3 050G,3500
81380,7802300030915,ESPARRAGOS,1500
81381,7802300031271,ARVEJITAS EL VERGEL,350
81382,7802300032964,DURAZNOS EN MITADES,650
81383,7802300250894,KETCHUP MALLOA 240G,590
81384,7802300771931,KETCHUP MALLOA 275G,450
81385,7802300771948,KETCHUP MALLOA,300
81386,7802300772785,MALLOA SALSA DE TOMATES,990
81387,7802300772792,SALSA MALLOA CARNE 250G,350
81388,7802300772808,SALSA TOMATE MALLOA 250G,350
81389,7802300772815,SALSA TOMATE MALOA 250GRS,830
81390,7802300773430,SALSA TOMATE 210G,250
81391,7802300773454,SALSA TOMATES DONNACLARA 210G,250
81392,7802300773478,SABROSALSA MALLOA 210GR,300
81393,7802300773515,MERMELADA DURZ MALLOA 250G,950
81394,7802300773522,MERMELADA DAM MALLOA 250G,950
81395,7802300773539,MERMELADA MOR MALLOA,950
81396,7802300773546,MERMELADA FRUT MALLOA,950
81397,7802300773744,SALSA MALLOA 250G,450
81398,7802300774116,SALSA MALLOA ITA,250
81399,7802300774123,SALSA MALLOA 210G,300
81400,7802300774185,SALSA MALLOA CALLAMP,300
81401,7802300774192,SALSA MALLOA CARNE,280
81402,7802300774352,KETCHUP 500GR,1790
81403,7802300774376,SALSA TOMATE NAT  1KL,1200
81404,7802305000098,SALSA GOLF,700
81405,7802310206041,MOSTAZA JANO BARRIL 240GRS,500
81406,7802310206065,MOSTAZA DON JUAN 1K,990
81407,7802310211045,JANO AJI CHILENO 240GR,490
81408,7802310221044,KETCHUP JANO BARRIL 240GRS,500
81409,7802315010100,VINAGRE BLANCO TRAVE SAN JOSE,200
81410,7802315010209,VINAGRE TRAVERSO RSD SAN JOSE,200
81411,7802315010308,VINAGRE 500CC TRAVERSO,350
81412,7802315010407,TRAVERSO,350
81413,7802315012401,VINAGRE DE VINO,1850
81414,7802315080103,LIMON TRAVERSO 250ML,250
81415,7802315080301,JUGO TRAVERSO 10 GRATIS,350
81416,7802315560476,ACETATO BALSAMICO IMPERATORE 500,3490
81417,7802315560667,SALSA DE SOYA TRAVERSO 250CC,1250
81418,7802320100728,VAINILLA HELFMANN,350
81419,7802331000031,"ACEITUNAS TREGUEAR ",2900
81420,7802335000457,AJI CHILENO IGUAZU 1 KILO,1400
81421,7802337000493,KETCHUP TRAVERSO,1700
81422,7802337000561,AJI PEBRE TRAVERSO 350gr,990
81423,7802337000608,SALSA PARRILLERA TRAVERSO,790
81424,7802337101015,VINAGRE BLANCO TRAVERSO 250CM,450
81425,7802337101022,VINAGRE TINTO TRAVERSO 250 CC,390
81426,7802337101039,VINAGRE BLANCO TRAVERSO 500ML,1400
81427,7802337101046,VINAGRE ROSADO TRAVERSO 500ML,1200
81428,7802337101053,VINAGRE BLANCO TRAVERSO 1LITRO,650
81429,7802337101060,VINAGRE DE VINO TRAVERSO 1000,650
81430,7802337102302,VINAGRE MANZANA TRAVERSO 500CC,1950
81431,7802337801014,LIMON TRAVERSO 250CM,460
81432,7802337801038,SUCEDANEO LIMON TRAVERSO 500ML,1300
81433,7802337801052,JUGO LIMON TRAVERSO 1LT,700
81434,7802337802035,JUGO LIMON FRESCOLIN 500CC,350
81435,7802337910013,mostaza traverso 350gr,2100
81436,7802337910020,AJI TRAVERSO 350gr,1200
81437,7802337910228,MOSTAZA TRAVERSO 200GR,300
81438,7802337910273,AJI ORO TRAVERSO,650
81439,7802337920340,MOSTAZA TRAVERSO 100G,590
81440,7802337960018,ACEITE LITRO,1250
81441,7802345000102,VINAGRE MONTAN BLC,390
81442,7802345000201,VINAGRE MONTAN ROJO,350
81443,7802345000300,MONTANER VINAGRE DE MANZANA 500ML,690
81444,7802345000706,"VINAGRE ",290
81445,7802345001246,VINAGRE DE 5 LTS.,2990
81446,7802345001253,VINAGRE ROSADO MONTANER 5LITROS,2600
81447,7802351000264,PEPINILLOS FRASCO DON JUAN,2500
81448,7802351000776,ACEITUNAS RELLENAS CON LIMON,2490
81449,7802351000783,ACEITUNAS RELLENAS CON ANCHOA,2490
81450,7802351000790,ACEITUNAS RELLENAS CON PIMIENTO,2490
81451,7802351000806,ACEITUNAS  VERDE,1990
81452,7802351000820,ACEITUNAS NEGRAS,1990
81453,7802351111205,ACEITUNAS AZAPATA AMARGA NATURAL,1450
81454,7802351111304,DON JUAN ACEITUNAS AZAPA 200GR,2900
81455,7802351121204,DON JUAN ACEITUNAS HUASCO 340GR,2650
81456,7802351122416,DON JUAN ACEITUNAS EL HUASCO,4900
81457,7802351131203,DON JUAN ACEITUNAS SEVILLANAS 340GR,2650
81458,7802351211004,AJI SALSA JUAN BAS 100G,150
81459,7802351211202,AJI CHILENO SALSA DON JUAN 200G,390
81460,7802351212209,AJI CHILENO 1KL,990
81461,7802351221003,AJI CREMA DON JUAN,450
81462,7802351221201,DON JUAN AJI CREMA 200GR,490
81463,7802351222208,AJI CHILENO DON JUAN,1500
81464,7802351234003,AJI CHILENO DON JUAN 100G BOT.,1400
81465,7802351234102,AJI MIRASOL DON JUAN 100G BOTELLA,650
81466,7802351234300,AJI CHILENO DON JUAN,550
81467,7802351234508,AJI CHILENO DON JUAN,500
81468,7802351234607,AJI CHILENO DON JUAN CREMA 240G,990
81469,7802351241001,PEBRE DON JUAN,250
81470,7802351241049,AJI MERKEN DON JUAN 250GR,450
81471,7802351244002,AJI DON JUAN SALSA 100G,1490
81472,7802351311001,MOSTAZA DON JUAN 100GR,450
81473,7802351311209,MOSTAZA DON JUAN JUAN BA,450
81474,7802351312206,MOSTAZA DON JUAN,990
81475,7802351314309,CONDIMENTO DE MOZTAZA,500
81476,7802351314507,MOSTAZA DON JUAN,500
81477,7802351314606,MOZTAZA DON JUAN 240g,900
81478,7802351411206,DON JUAN AJI ORO 300GR,590
81479,7802351421205,DON JUAN AMERICANA 400GR,1450
81480,7802351431204,DON JUAN CEBOLLITAS 300GR,1700
81481,7802351431303,CEBOLLA ESCABECHE DON JUAN,780
81482,7802351431400,PEPINOS DON JUAN,600
81483,7802351441203,DON JUAN CHUCRUT 400GR,1290
81484,7802351451202,DON JUAN PEPINILLOS,1800
81485,7802351451400,PEPINILLOS DILL AGRIDULCE DON JUAN,2150
81486,7802351454401,PEPINILOS DILL EX  DONJUAN 750,1990
81487,7802351461201,DON JUAN PICKLES EN VINAGRE 300GR,1750
81488,7802351524708,DON JUAN VINAGRE BLANCO,890
81489,7802351524807,VINAGRE VINO TINTO DON JUAN 500ML,890
81490,7802351534707,SUCEDANEO DE LIMON DON JUAN 500ML,890
81491,7802351611002,KETCHUP DON JUAN 100GRS,400
81492,7802351611200,DON JUAN KETCHUP 200GR,500
81493,7802351612207,KETCHUP DON JUAN 1K,2350
81494,7802351614508,KETCHUP 250GR  DON JUAN,500
81495,7802351614607,KETCHUP DON JUAN 240g,950
81496,7802351622206,MAYONEA 1K DON JUAN,1500
81497,7802351624002,MAYONESA DON JUAN,490
81498,7802351631208,SALSA TARTARA DON JUAN BOLSA 200GR,1290
81499,7802356000009,TRAVERSO VINAGRE DE MANZANA,590
81500,7802356296150,VINAGRE BLANCO TRAVERSO 5 LT,4500
81501,7802356296167,VINAGRE TRAVERSO 5L,2300
81502,7802356296181,VINAGRE BALSAMICO TRAVERSO 500,5400
81503,7802356296198,JUGO LIMON PICA TRABERSO 500CC,490
81504,7802356297102,ACEITE DE OLIVA TRAVERSO,3900
81505,7802356297157,ACEITE OLIVA TRAVERSO EXTRA VIRGEN 500,6490
81506,7802365000014,H BEHN ALCAPARRAS FINAS 100GR,1750
81507,7802365000021,ALCAPARRAS 1KG,9900
81508,7802365000526,PESTO H.BEHN 200G,2850
81509,7802365000533,CREMA DE AJO H.BEHN,1990
81510,7802365023655,ALCAPARRAS ALMIFRUT 100G,1950
81511,7802375000028,AJI DIAGUITAS,2490
81512,7802380001409,BOMBILLAS FLEX,350
81513,7802380003458,CIRUELAS DAGEN,1400
81514,7802400000849,AJI DE COLOR,3990
81515,7802400001068,BICARBONATO DE SODIO SABU,690
81516,7802400001099,OREGANO,4490
81517,7802400001341,MANI SALADO SABU 500 G,1800
81518,7802400001396,CREMA DE COCO MISTRAL 400GR,2400
81519,7802400001525,MANI CON PASAS SABU 500 G,1900
81520,7802400002133,CHAMPINONES ENT MISTRAL FCO,1390
81521,7802400003000,AJI COLOR PAMPA,300
81522,7802400003017,ALINO COMPLETO PAMPA,350
81523,7802400003021,PAMPA CANELA ENTERA,350
81524,7802400003024,OREGANO ENTERO PAMPA15G,300
81525,7802400003031,CANELA PAMPA,300
81526,7802400003048,COMINO MOLIDO 15G,300
81527,7802400003055,BICARBONATO PAMPA30G,300
81528,7802400003062,PIMIENTA NEGRA PAMPA15G,350
81529,7802400003079,PAJITAS PAMPA X 40 UNIDADES,350
